SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_BELYEGZES_NELKULI,URNABAN_LEBELYEGZETT,ELTERES,ERVENYTELEN,ERVENYES
05-153-015,553,242,0,242,0,1,241
05-153-016,960,398,0,396,-2,2,394
05-153-017,603,285,0,285,0,0,285
05-153-018,759,360,0,360,0,2,358
05-153-019,1101,495,0,495,0,1,494
05-153-020,661,292,0,292,0,2,290
05-153-021,595,319,0,319,0,3,316
05-153-022,583,270,0,270,0,2,268
05-153-023,594,331,0,330,-1,0,330
05-153-024,623,314,0,312,-2,2,310
05-153-025,781,373,1,373,0,3,370
05-153-026,707,360,0,360,0,6,354
05-154-001,418,249,0,249,0,5,244
05-155-001,127,101,0,101,0,3,98
05-156-001,109,100,0,100,0,0,100
05-157-001,704,549,1,549,0,9,540
05-158-001,351,232,0,232,0,8,224
05-159-001,927,530,0,530,0,8,522
05-160-001,58,38,0,38,0,0,38
05-161-001,660,399,0,399,0,3,396
05-161-002,635,374,0,381,7,48,333
05-162-001,131,114,0,114,0,9,105
05-163-001,126,82,0,82,0,3,79
05-163-002,451,297,0,297,0,9,288
05-164-001,132,100,0,100,0,3,97
05-165-001,666,415,0,416,1,25,391
05-165-002,620,353,0,353,0,10,343
05-166-001,237,182,0,182,0,2,180
05-167-001,257,160,0,160,0,7,153
05-168-001,168,134,0,134,0,6,128
05-169-001,238,165,0,165,0,3,162
05-170-001,877,539,0,539,0,3,536
05-170-002,979,618,0,618,0,8,610
05-171-001,123,94,0,94,0,1,93
05-172-001,194,159,0,159,0,0,159
05-173-001,464,273,0,273,0,4,269
05-174-001,237,199,0,198,-1,5,193
05-175-001,458,277,0,277,0,5,272
05-176-001,876,551,0,551,0,7,544
05-177-001,319,230,0,230,0,5,225
05-178-001,133,118,0,118,0,4,114
05-179-001,487,314,0,314,0,16,298
05-179-002,670,424,0,423,-1,11,412
05-180-001,442,361,0,357,-4,8,349
05-181-001,192,124,0,124,0,3,121
05-182-001,203,161,0,161,0,3,158
05-183-001,1143,825,0,825,0,16,809
05-184-001,325,173,0,173,0,9,164
05-185-001,205,141,1,140,-1,1,139
05-186-001,34,26,0,26,0,2,24
05-187-001,634,430,0,430,0,10,420
05-188-001,276,191,0,184,-7,9,175
05-189-001,880,624,0,624,0,7,617
05-189-002,765,566,0,566,0,9,557
05-190-001,837,489,1,489,0,4,485
05-190-002,750,430,0,429,-1,4,425
05-190-003,609,400,0,396,-4,6,390
05-190-004,625,420,0,420,0,3,417
05-190-005,665,456,0,456,0,6,450
05-191-001,390,289,0,289,0,4,285
05-192-001,628,322,0,322,0,10,312
05-192-002,645,427,0,427,0,10,417
05-192-003,646,413,0,413,0,7,406
05-193-001,141,100,0,99,-1,7,92
05-194-001,935,493,1,505,12,75,430
05-194-002,886,470,0,469,-1,9,460
05-194-003,937,532,0,531,-1,6,525
05-194-004,883,422,0,422,0,9,413
05-194-005,948,514,0,514,0,11,503
05-195-001,574,261,0,261,0,7,254
05-195-002,550,299,0,299,0,11,288
05-195-003,575,311,0,311,0,8,303
05-195-004,541,235,0,235,0,4,231
05-195-005,653,250,0,250,0,0,250
05-196-001,913,581,0,581,0,9,572
05-196-002,785,437,0,436,-1,2,434
05-196-003,825,466,0,465,-1,5,460
05-196-004,847,374,0,374,0,2,372
05-196-005,917,323,0,323,0,6,317
05-196-006,752,328,0,328,0,3,325
05-196-007,754,423,0,419,-4,2,417
05-196-008,757,441,0,441,0,1,440
05-196-009,734,455,0,455,0,5,450
05-196-010,1003,507,0,504,-3,5,499
05-196-011,943,441,0,441,0,6,435
05-196-012,699,370,0,370,0,1,369
05-196-013,804,437,0,437,0,6,431
05-196-014,644,359,0,359,0,5,354
05-196-015,705,447,0,446,-1,7,439
05-196-016,766,447,0,446,-1,1,445
05-197-001,787,537,0,537,0,11,526
05-198-001,719,379,0,379,0,6,373
05-198-002,626,370,0,370,0,12,358
05-199-001,933,663,0,663,0,10,653
05-199-002,849,628,0,627,-1,21,606
05-200-001,541,324,0,322,-2,7,315
05-200-002,542,395,0,395,0,5,390
05-201-001,427,306,0,306,0,5,301
05-202-001,872,388,0,388,0,2,386
05-202-002,903,370,0,369,-1,9,360
05-202-003,867,442,0,441,-1,5,436
05-202-004,839,373,0,371,-2,4,367
05-202-005,850,457,0,457,0,4,453
05-202-006,1095,491,1,488,-3,10,478
05-202-007,1076,528,0,528,0,5,523
05-202-008,823,571,0,571,0,3,568
05-202-009,803,525,0,524,-1,2,522
05-202-010,807,469,0,469,0,3,466
05-202-011,815,499,0,499,0,1,498
05-202-012,1097,709,0,709,0,7,702
05-202-013,1074,651,0,651,0,5,646
05-202-014,1145,702,0,702,0,2,700
05-202-015,913,489,0,487,-2,3,484
05-202-016,931,563,0,563,0,2,561
05-202-017,931,587,0,587,0,3,584
05-202-018,834,482,0,482,0,1,481
05-202-019,924,574,0,572,-2,5,567
05-202-020,1011,570,0,570,0,3,567
05-202-021,958,549,0,548,-1,4,544
05-202-022,1011,677,0,676,-1,1,675
05-202-023,715,416,0,415,-1,4,411
05-202-024,938,581,0,579,-2,1,578
05-202-025,892,480,0,480,0,3,477
05-202-026,890,563,1,563,0,5,558
05-202-027,960,548,0,548,0,3,545
05-202-028,1046,633,0,628,-5,4,624
05-202-029,955,488,0,488,0,7,481
05-202-030,935,385,0,385,0,2,383
05-202-031,950,399,0,399,0,2,397
05-202-032,963,425,0,426,1,14,412
05-202-033,962,437,0,437,0,3,434
05-202-034,949,351,0,350,-1,2,348
05-202-035,935,359,0,359,0,1,358
05-202-036,984,471,0,470,-1,3,467
05-202-037,960,355,0,355,0,4,351
05-202-038,961,356,0,356,0,4,352
05-202-039,980,464,0,464,0,2,462
05-202-040,947,386,0,386,0,7,379
05-202-041,941,400,0,400,0,2,398
05-202-042,932,417,0,417,0,3,414
05-202-043,940,654,0,654,0,0,654
05-202-044,956,519,0,518,-1,0,518
05-202-045,963,521,0,521,0,5,516
05-202-046,991,540,0,540,0,6,534
05-202-047,950,480,0,480,0,6,474
05-202-048,931,450,0,450,0,3,447
05-202-049,965,589,0,585,-4,4,581
05-202-050,1020,548,0,548,0,6,542
05-202-051,853,577,1,576,-1,5,571
05-202-052,742,520,0,520,0,3,517
05-202-053,814,452,0,452,0,1,451
05-202-054,1021,554,2,554,0,6,548
05-202-055,984,364,0,363,-1,12,351
05-202-056,985,392,0,393,1,16,377
05-202-057,933,516,0,516,0,0,516
05-202-058,940,659,0,658,-1,10,648
05-202-059,949,392,0,390,-2,3,387
05-202-060,906,450,0,450,0,3,447
05-202-061,943,480,0,480,0,4,476
05-202-062,918,437,2,437,0,2,435
05-202-063,880,452,0,452,0,4,448
05-202-064,935,519,0,519,0,3,516
05-202-065,889,532,0,532,0,0,532
05-202-066,858,522,0,522,0,1,521
05-202-067,1045,457,0,456,-1,2,454
05-202-068,949,563,0,563,0,6,557
05-202-069,920,506,0,506,0,1,505
05-202-070,923,527,0,530,3,33,497
05-202-071,1010,637,0,642,5,45,597
05-202-072,906,501,0,501,0,7,494
05-202-073,935,658,0,657,-1,5,652
05-202-074,980,582,0,581,-1,4,577
05-202-075,985,613,0,613,0,2,611
05-202-076,802,451,0,451,0,3,448
05-202-077,963,536,0,536,0,4,532
05-202-078,930,536,0,536,0,1,535
05-202-079,1027,581,0,581,0,5,576
05-202-080,966,503,0,503,0,4,499
05-202-081,912,457,0,457,0,7,450
05-202-082,932,496,0,494,-2,4,490
05-202-083,935,487,0,486,-1,3,483
05-202-084,892,486,0,486,0,1,485
05-202-085,1182,255,1,246,-9,22,224
05-202-086,839,385,0,385,0,2,383
05-202-087,946,549,0,549,0,3,546
05-202-088,939,578,0,578,0,5,573
05-202-089,962,466,0,466,0,1,465
05-202-090,935,438,0,435,-3,16,419
05-202-091,844,342,0,342,0,2,340
05-202-092,898,280,0,280,0,4,276
05-202-093,818,499,0,498,-1,2,496
05-202-094,907,590,0,590,0,4,586
05-202-095,896,586,0,586,0,2,584
05-202-096,879,451,3,451,0,4,447
05-202-097,886,479,0,479,0,2,477
05-202-098,890,483,0,482,-1,0,482
05-202-099,426,267,0,267,0,1,266
05-202-100,912,413,1,414,1,14,400
05-202-101,947,474,0,473,-1,3,470
05-202-102,919,424,0,424,0,1,423
05-202-103,929,467,0,467,0,0,467
05-202-104,904,509,0,507,-2,5,502
05-202-105,920,460,0,459,-1,2,457
05-202-106,921,451,1,449,-2,5,444
05-202-107,1011,548,0,548,0,4,544
05-202-108,983,521,0,521,0,6,515
05-202-109,922,561,0,561,0,6,555
05-202-110,918,509,0,509,0,1,508
05-202-111,947,573,0,573,0,8,565
05-202-112,915,559,1,559,0,4,555
05-202-113,956,524,0,524,0,2,522
05-202-114,951,285,0,286,1,17,269
05-202-115,946,370,0,370,0,6,364
05-202-116,917,425,0,424,-1,4,420
05-202-117,902,538,0,538,0,1,537
05-202-118,872,541,0,541,0,2,539
05-202-119,909,597,2,597,0,4,593
05-202-120,918,540,0,540,0,4,536
05-202-121,924,483,0,483,0,4,479
05-202-122,943,460,0,460,0,2,458
05-202-123,916,485,1,484,-1,5,479
05-202-124,897,486,0,484,-2,0,484
05-202-125,894,432,0,428,-4,2,426
05-202-126,858,523,0,521,-2,4,517
05-202-127,900,594,1,594,0,1,593
05-202-128,343,186,0,186,0,1,185
05-202-129,104,70,0,70,0,0,70
05-203-001,80,73,0,73,0,0,73
05-204-001,294,266,0,264,-2,8,256
05-205-001,600,393,0,393,0,9,384
05-205-002,606,447,0,447,0,10,437
05-206-001,399,279,0,279,0,4,275
05-207-001,749,423,0,423,0,6,417
05-207-002,721,367,0,366,-1,13,353
05-207-003,754,412,0,412,0,7,405
05-208-001,676,364,0,364,0,7,357
05-209-001,617,405,0,403,-2,7,396
05-210-001,37,30,0,30,0,1,29
05-211-001,214,135,0,135,0,2,133
05-212-001,500,359,0,359,0,9,350
05-213-001,540,219,0,219,0,2,217
05-214-001,713,472,0,470,-2,21,449
05-215-001,239,188,0,188,0,4,184
05-216-001,941,622,0,622,0,15,607
05-217-001,837,474,0,474,0,13,461
05-217-002,730,412,0,412,0,6,406
05-217-003,776,423,0,423,0,6,417
05-217-004,733,444,0,443,-1,5,438
05-217-005,1021,516,0,516,0,4,512
05-218-001,48,38,0,38,0,0,38
05-219-001,288,232,0,232,0,6,226
05-220-001,218,140,0,140,0,6,134
05-221-001,1160,710,0,710,0,15,695
05-222-001,738,417,0,417,0,11,406
05-222-002,818,392,0,392,0,14,378
05-222-003,907,554,0,554,0,2,552
05-222-004,891,527,0,526,-1,9,517
05-222-005,171,98,0,98,0,0,98
05-222-006,86,42,0,42,0,3,39
05-223-001,595,276,0,275,-1,5,270
05-223-002,562,285,0,279,-6,5,274
05-224-001,269,166,0,166,0,1,165
05-225-001,858,464,0,464,0,11,453
05-225-002,873,465,1,464,-1,8,456
05-226-001,582,258,0,258,0,2,256
05-226-002,825,363,0,363,0,3,360
05-226-003,889,460,0,459,-1,7,452
05-226-004,911,432,0,432,0,7,425
05-226-005,764,382,0,382,0,2,380
05-226-006,1200,668,0,665,-3,8,657
05-226-007,781,399,0,399,0,2,397
05-226-008,711,307,0,307,0,5,302
05-226-009,539,276,0,279,3,28,251
05-226-010,728,276,0,276,0,6,270
05-226-011,815,459,0,459,0,1,458
05-226-012,844,490,0,490,0,5,485
05-226-013,787,446,0,443,-3,5,438
05-226-014,765,379,0,379,0,3,376
05-226-015,720,412,0,412,0,2,410
05-226-016,609,410,0,410,0,2,408
05-226-017,643,373,0,373,0,1,372
05-226-018,291,178,0,178,0,1,177
05-226-019,629,254,0,251,-3,5,246
05-226-020,669,336,1,336,0,6,330
05-226-021,391,230,0,230,0,4,226
05-226-022,191,103,0,103,0,8,95
05-226-023,764,328,0,328,0,7,321
05-226-024,823,385,0,385,0,7,378
05-226-025,782,268,0,268,0,17,251
05-226-026,678,276,0,276,0,10,266
05-226-027,598,233,0,232,-1,11,221
05-226-028,709,326,0,326,0,8,318
05-226-029,199,76,0,75,-1,1,74
05-226-030,164,82,0,82,0,2,80
05-226-031,821,374,0,374,0,15,359
05-226-032,871,395,0,395,0,6,389
05-226-033,952,564,0,563,-1,3,560
05-226-034,739,369,0,369,0,3,366
05-226-035,887,404,0,403,-1,8,395
05-226-036,433,184,0,184,0,4,180
05-226-037,264,120,0,120,0,0,120
05-227-001,37,36,0,36,0,0,36
05-228-001,908,417,0,417,0,8,409
05-229-001,1101,667,0,666,-1,20,646
05-230-001,852,609,0,609,0,8,601
05-231-001,63,51,0,50,-1,3,47
05-232-001,279,217,0,217,0,6,211
05-233-001,15,12,0,12,0,0,12
05-234-001,564,333,0,333,0,5,328
05-235-001,912,448,0,447,-1,19,428
05-235-002,882,476,0,475,-1,19,456
05-236-001,181,132,0,132,0,0,132
05-237-001,149,131,0,131,0,10,121
05-238-001,719,392,0,391,-1,4,387
05-238-002,689,234,0,233,-1,14,219
05-238-003,508,283,0,283,0,9,274
05-238-004,616,359,0,359,0,4,355
05-238-005,636,228,0,227,-1,8,219
05-238-006,734,376,0,376,0,9,367
05-238-007,576,346,0,345,-1,11,334
05-238-008,302,132,0,132,0,7,125
05-239-001,469,275,0,275,0,9,266
05-240-001,498,353,0,353,0,11,342
05-241-001,628,485,0,485,0,25,460
05-242-001,210,130,0,129,-1,3,126
05-243-001,385,266,0,265,-1,10,255
05-244-001,771,510,0,508,-2,12,496
05-245-001,78,64,0,64,0,1,63
05-246-001,374,281,0,281,0,4,277
05-247-001,349,236,0,236,0,5,231
05-248-001,578,426,0,425,-1,43,382
05-248-002,595,427,0,427,0,35,392
05-249-001,640,389,0,387,-2,13,374
05-249-002,597,324,0,324,0,5,319
05-249-003,674,377,0,377,0,10,367
05-250-001,593,397,0,394,-3,8,386
05-251-001,701,354,0,354,0,8,346
05-251-002,649,290,0,289,-1,11,278
05-251-003,690,344,0,344,0,6,338
05-252-001,861,609,0,609,0,11,598
05-253-001,270,149,0,149,0,2,147
05-254-001,708,285,0,285,0,1,284
05-255-001,511,373,0,373,0,9,364
05-256-001,754,403,0,404,1,17,387
05-256-002,557,322,0,322,0,10,312
05-256-003,842,515,0,515,0,13,502
05-257-001,326,247,0,246,-1,3,243
05-258-001,1236,652,0,651,-1,19,632
05-259-001,1127,659,0,658,-1,15,643
05-259-002,1153,447,0,447,0,10,437
05-260-001,360,248,0,248,0,6,242
05-261-001,186,149,0,149,0,5,144
05-262-001,327,243,0,243,0,12,231
05-263-001,1233,760,0,759,-1,5,754
05-264-001,596,423,0,422,-1,4,418
05-265-001,1135,524,0,524,0,14,510
05-266-001,409,286,0,286,0,10,276
05-267-001,298,213,0,213,0,6,207
05-268-001,1095,554,0,554,0,12,542
05-268-002,611,290,0,290,0,1,289
05-268-003,637,302,0,302,0,1,301
05-268-004,1098,626,1,625,-1,5,620
05-268-005,1084,323,0,323,0,12,311
05-268-006,273,173,0,173,0,1,172
05-268-007,981,506,0,506,0,7,499
05-268-008,995,505,0,505,0,5,500
05-268-009,1239,559,0,559,0,9,550
05-268-010,1237,525,0,524,-1,3,521
05-269-001,900,545,0,544,-1,4,540
05-269-002,972,616,0,616,0,6,610
05-270-001,838,542,0,541,-1,8,533
05-270-002,806,452,0,452,0,9,443
05-271-001,600,349,0,349,0,5,344
05-272-001,1148,550,0,550,0,18,532
05-273-001,184,162,0,161,-1,6,155
05-274-001,763,505,0,505,0,1,504
05-274-002,230,133,0,133,0,4,129
05-274-003,632,424,0,424,0,4,420
05-274-004,592,414,0,414,0,3,411
05-274-005,584,354,0,354,0,1,353
05-274-006,473,294,0,294,0,1,293
05-274-007,732,432,0,432,0,2,430
05-274-008,563,288,0,288,0,7,281
05-274-009,586,357,0,357,0,2,355
05-274-010,688,413,0,413,0,2,411
05-274-011,639,399,0,399,0,3,396
05-274-012,633,403,0,403,0,4,399
05-274-013,421,219,0,219,0,4,215
05-274-014,573,376,0,376,0,2,374
05-274-015,642,367,0,367,0,6,361
05-274-016,234,118,0,118,0,2,116
05-274-017,112,67,0,67,0,0,67
05-275-001,803,382,0,381,-1,10,371
05-276-001,403,252,0,252,0,0,252
05-276-002,567,303,0,303,0,11,292
05-276-003,503,260,0,260,0,1,259
05-276-004,215,155,0,154,-1,2,152
05-276-005,606,370,0,370,0,8,362
05-276-006,595,253,0,253,0,4,249
05-276-007,702,346,0,346,0,2,344
05-276-008,667,269,0,269,0,6,263
05-276-009,676,358,0,358,0,5,353
05-276-010,739,414,0,413,-1,4,409
05-276-011,587,309,0,308,-1,4,304
05-276-012,730,401,0,401,0,3,398
05-276-013,664,423,0,423,0,3,420
05-276-014,621,339,0,339,0,4,335
05-276-015,709,400,0,400,0,2,398
05-276-016,657,401,0,401,0,3,398
05-276-017,598,343,0,342,-1,1,341
05-276-018,525,299,0,300,1,14,286
05-276-019,241,172,0,172,0,2,170
05-277-001,328,257,0,256,-1,6,250
05-278-001,402,264,0,264,0,18,246
05-279-001,773,628,0,628,0,22,606
05-280-001,29,23,0,23,0,0,23
05-281-001,175,134,0,134,0,2,132
05-282-001,134,115,0,115,0,5,110
05-283-001,368,264,1,263,-1,4,259
05-284-001,710,482,0,482,0,20,462
05-285-001,686,416,0,416,0,21,395
05-286-001,95,82,0,82,0,6,76
05-287-001,348,279,0,277,-2,19,258
05-288-001,187,151,0,150,-1,5,145
05-289-001,267,208,0,207,-1,6,201
05-290-001,613,431,0,426,-5,22,404
05-290-002,785,545,0,539,-6,29,510
05-290-003,693,468,0,466,-2,8,458
05-290-004,717,495,0,493,-2,17,476
05-291-001,1358,1009,0,1005,-4,27,978
05-292-001,598,326,2,326,0,6,320
05-292-002,674,369,0,367,-2,6,361
05-292-003,634,365,0,367,2,28,339
05-293-001,221,183,0,183,0,5,178
05-294-001,1229,797,0,795,-2,7,788
05-294-002,1002,661,0,662,1,18,644
05-294-003,1265,932,0,919,-13,1,918
05-294-004,1088,704,0,704,0,6,698
05-294-005,1041,623,0,623,0,6,617
05-294-006,1096,655,0,653,-2,14,639
05-294-007,449,307,0,306,-1,5,301
05-295-001,612,421,0,421,0,7,414
05-295-002,674,472,0,472,0,8,464
05-295-003,605,428,0,428,0,5,423
05-295-004,588,356,0,356,0,5,351
05-295-005,606,391,0,391,0,7,384
05-295-006,599,328,0,327,-1,5,322
05-295-007,594,336,0,334,-2,5,329
05-296-001,513,364,0,363,-1,8,355
05-297-001,160,133,0,131,-2,1,130
05-298-001,1014,642,0,642,0,17,625
05-298-002,859,578,0,578,0,4,574
05-298-003,773,447,0,447,0,4,443
05-298-004,823,488,0,488,0,7,481
05-299-001,1221,806,0,805,-1,16,789
05-300-001,485,305,0,305,0,1,304
05-301-001,101,76,0,76,0,3,73
05-302-001,109,95,0,95,0,2,93
05-303-001,777,410,0,410,0,4,406
05-304-001,822,545,0,543,-2,13,530
05-305-001,382,240,0,240,0,6,234
05-306-001,757,414,0,414,0,5,409
05-306-002,715,335,0,335,0,5,330
05-306-003,618,317,0,317,0,9,308
05-306-004,583,268,0,268,0,5,263
05-307-001,814,456,0,454,-2,20,434
05-308-001,676,461,0,461,0,11,450
05-308-002,679,449,0,449,0,9,440
05-309-001,1082,577,0,577,0,9,568
05-309-002,1075,539,0,539,0,15,524
05-310-001,916,607,0,607,0,13,594
05-311-001,814,437,0,436,-1,10,426
05-312-001,696,433,0,431,-2,10,421
05-312-002,651,456,0,455,-1,9,446
05-313-001,461,344,0,344,0,20,324
05-314-001,42,36,0,36,0,0,36
05-315-001,1034,661,0,661,0,13,648
05-316-001,251,199,0,199,0,0,199
05-317-001,349,216,0,216,0,2,214
05-318-001,312,236,0,236,0,8,228
05-319-001,765,435,0,435,0,14,421
05-319-002,788,416,0,415,-1,9,406
05-319-003,185,108,0,108,0,4,104
05-320-001,681,445,0,445,0,14,431
05-320-002,613,373,0,373,0,7,366
05-320-003,641,388,0,388,0,17,371
05-321-001,475,353,0,353,0,0,353
05-322-001,737,382,0,382,0,9,373
05-322-002,849,489,0,489,0,10,479
05-322-003,720,357,0,357,0,7,350
05-322-004,728,328,0,327,-1,14,313
05-322-005,744,364,0,361,-3,13,348
05-323-001,1163,754,0,754,0,14,740
05-324-001,318,277,0,269,-8,47,222
05-325-001,1041,495,0,495,0,15,480
05-326-001,647,361,0,360,-1,6,354
05-326-002,657,366,0,364,-2,13,351
05-326-003,199,122,0,122,0,0,122
05-326-004,700,378,0,378,0,1,377
05-326-005,713,365,0,365,0,2,363
05-326-006,690,476,0,476,0,1,475
05-326-007,766,447,0,444,-3,2,442
05-326-008,694,376,0,376,0,3,373
05-326-009,812,466,0,465,-1,2,463
05-326-010,609,329,0,329,0,2,327
05-326-011,863,505,0,505,0,3,502
05-326-012,713,393,0,393,0,2,391
05-326-013,742,405,0,405,0,0,405
05-326-014,797,427,0,427,0,2,425
05-326-015,760,428,0,427,-1,3,424
05-326-016,618,360,0,360,0,2,358
05-326-017,984,707,0,707,0,1,706
05-327-001,256,188,0,188,0,4,184
05-328-001,549,338,0,338,0,9,329
05-328-002,348,226,0,226,0,2,224
05-328-003,573,393,0,393,0,7,386
05-328-004,705,465,0,465,0,5,460
05-328-005,704,461,0,461,0,7,454
05-329-001,654,426,0,426,0,7,419
05-329-002,644,421,0,421,0,5,416
05-330-001,173,122,0,122,0,2,120
05-331-001,26,25,0,25,0,0,25
05-332-001,17,15,0,15,0,0,15
05-333-001,418,301,0,301,0,15,286
05-334-001,133,96,0,96,0,2,94
05-335-001,131,95,0,95,0,2,93
05-336-001,293,228,0,227,-1,6,221
05-337-001,149,98,0,98,0,1,97
05-338-001,247,137,0,137,0,4,133
05-339-001,623,428,0,428,0,14,414
05-340-001,487,253,0,253,0,6,247
05-341-001,970,636,0,636,0,9,627
05-342-001,887,683,0,683,0,19,664
05-343-001,50,36,0,36,0,1,35
05-344-001,713,506,0,509,3,41,468
05-345-001,129,106,0,105,-1,0,105
05-346-001,608,464,0,464,0,6,458
05-347-001,836,469,0,466,-3,18,448
05-348-001,214,141,0,141,0,5,136
05-349-001,412,240,0,240,0,12,228
05-350-001,56,48,0,48,0,0,48
05-351-001,595,434,0,433,-1,18,415
05-352-001,163,129,0,128,-1,9,119
05-353-001,320,234,0,234,0,8,226
05-354-001,472,309,0,308,-1,10,298
05-355-001,297,209,0,209,0,9,200
05-356-001,206,138,0,138,0,6,132
05-357-001,391,306,0,306,0,2,304
05-358-001,288,205,0,205,0,6,199
06-001-001,1086,748,0,748,0,6,742
06-001-002,1089,668,0,668,0,6,662
06-001-003,1097,680,0,680,0,12,668
06-001-004,1077,575,0,575,0,9,566
06-002-001,370,242,0,242,0,3,239
06-003-001,729,435,0,431,-4,10,421
06-003-002,787,461,0,460,-1,7,453
06-003-003,878,499,0,499,0,18,481
06-004-001,345,257,0,257,0,2,255
06-005-001,759,417,0,417,0,3,414
06-005-002,771,456,1,454,-2,7,447
06-005-003,728,432,0,432,0,6,426
06-005-004,466,170,0,169,-1,2,167
06-005-005,470,213,0,213,0,9,204
06-006-001,784,387,0,387,0,9,378
06-006-002,735,353,0,353,0,12,341
06-007-001,735,456,0,455,-1,7,448
06-007-002,739,578,1,577,-1,7,570
06-007-003,708,317,0,317,0,9,308
06-007-004,510,264,0,264,0,7,257
06-008-001,869,481,1,480,-1,3,477
06-008-002,894,498,0,498,0,5,493
06-008-003,884,328,0,328,0,7,321
06-009-001,349,239,0,239,0,2,237
06-010-001,731,429,0,428,-1,9,419
06-010-002,744,447,0,447,0,11,436
06-010-003,725,401,0,400,-1,10,390
06-011-001,685,362,0,362,0,5,357
06-011-002,726,414,0,414,0,9,405
06-011-003,716,347,0,347,0,8,339
06-012-001,782,599,0,599,0,16,583
06-012-002,675,447,0,447,0,7,440
06-013-001,988,564,1,563,-1,1,562
06-013-002,840,498,0,498,0,4,494
06-013-003,775,500,0,499,-1,1,498
06-013-004,917,470,0,470,0,7,463
06-013-005,781,437,0,437,0,3,434
06-013-006,877,445,0,444,-1,2,442
06-013-007,846,545,0,545,0,2,543
06-013-008,896,566,0,566,0,7,559
06-013-009,764,531,0,531,0,2,529
06-013-010,831,511,0,509,-2,6,503
06-013-011,649,405,0,405,0,4,401
06-013-012,768,508,0,508,0,4,504
06-013-013,862,568,0,568,0,3,565
06-013-014,725,472,0,472,0,7,465
06-013-015,521,231,0,231,0,3,228
06-013-016,772,429,3,426,-3,6,420
06-014-001,405,192,0,192,0,3,189
06-014-002,565,313,0,312,-1,8,304
06-014-003,140,68,1,68,0,1,67
06-015-001,922,564,0,564,0,6,558
06-015-002,759,444,0,444,0,4,440
06-015-003,752,392,0,392,0,5,387
06-015-004,734,431,0,431,0,8,423
06-016-001,898,478,0,477,-1,9,468
06-016-002,1108,568,0,567,-1,4,563
06-016-003,821,457,0,457,0,6,451
06-016-004,1161,621,0,621,0,5,616
06-017-001,424,255,0,255,0,6,249
06-017-002,156,81,0,81,0,0,81
06-018-001,353,194,0,194,0,6,188
06-019-001,531,385,0,385,0,17,368
06-019-002,526,353,0,353,0,0,353
06-019-003,506,347,0,347,0,2,345
06-020-001,508,319,0,319,0,1,318
06-020-002,406,217,0,217,0,6,211
06-021-001,539,330,0,330,0,2,328
06-022-001,746,405,0,404,-1,6,398
06-022-002,881,497,0,497,0,7,490
06-023-001,891,564,0,564,0,7,557
06-023-002,834,479,0,479,0,13,466
06-023-003,748,411,0,411,0,8,403
06-024-001,678,450,0,449,-1,4,445
06-024-002,629,386,1,385,-1,3,382
06-024-003,658,356,0,356,0,0,356
06-024-004,737,472,1,472,0,4,468
06-024-005,715,511,0,511,0,3,508
06-024-006,759,562,0,562,0,4,558
06-024-007,572,430,0,429,-1,5,424
06-024-008,564,401,0,401,0,2,399
06-024-009,584,438,0,438,0,1,437
06-024-010,685,496,0,496,0,4,492
06-024-011,754,527,0,527,0,2,525
06-024-012,616,423,0,421,-2,1,420
06-024-013,649,413,0,413,0,4,409
06-024-014,919,602,0,600,-2,3,597
06-024-015,685,425,0,425,0,8,417
06-024-016,804,475,0,475,0,7,468
06-024-017,956,667,0,667,0,4,663
06-024-018,821,591,0,590,-1,5,585
06-024-019,834,574,0,575,1,12,563
06-024-020,884,589,1,580,-9,3,577
06-024-021,775,524,0,523,-1,12,511
06-024-022,776,526,1,526,0,7,519
06-024-023,941,650,0,650,0,4,646
06-024-024,589,348,0,348,0,4,344
06-024-025,648,428,0,428,0,2,426
06-024-026,662,402,0,401,-1,0,401
06-024-027,636,418,0,418,0,3,415
06-024-028,696,447,0,447,0,6,441
06-024-029,583,353,0,353,0,3,350
06-024-030,610,412,0,412,0,3,409
06-024-031,572,341,0,341,0,4,337
06-024-032,779,515,0,515,0,6,509
06-024-033,785,494,0,494,0,4,490
06-024-034,888,594,1,593,-1,4,589
06-024-035,842,523,0,523,0,2,521
06-024-036,862,591,0,589,-2,3,586
06-024-037,814,561,0,561,0,2,559
06-024-038,833,597,0,596,-1,6,590
06-024-039,868,592,0,592,0,3,589
06-024-040,818,566,0,566,0,6,560
06-024-041,861,655,0,654,-1,8,646
06-024-042,228,149,0,149,0,2,147
06-024-043,404,251,0,248,-3,2,246
06-024-044,231,134,0,134,0,2,132
